timestamp, bead_x, bead_y, bead_z
0.625000,-0.000223,0.000345,0.121078 
0.625000,0.000332,0.011547,0.112529 
0.640625,0.000480,0.019076,0.103009 
0.640625,0.000274,0.020648,0.094716 
0.640625,0.000397,0.018654,0.089435 
0.640625,0.000452,0.013661,0.089910 
0.656250,-0.000073,0.009007,0.097338 
0.656250,-0.000107,0.004858,0.110190 
0.656250,0.000118,0.003031,0.125215 
0.671875,-0.000238,0.006856,0.139681 
0.671875,0.000472,0.012852,0.149598 
0.671875,0.000850,0.016748,0.152213 
0.671875,0.000442,0.020386,0.148691 
0.687500,0.000843,0.022270,0.141507 
0.687500,0.000563,0.015831,0.132716 
0.687500,-0.000085,0.005036,0.124304 
0.687500,-0.000260,-0.004550,0.117969 
0.703125,-0.000601,-0.016680,0.115340 
0.703125,-0.000970,-0.027827,0.116219 
0.703125,-0.001079,-0.031887,0.119303 
0.703125,-0.001243,-0.032995,0.123088 
0.718750,-0.001076,-0.030750,0.126439 
0.718750,-0.000699,-0.021912,0.127624 
0.718750,-0.000584,-0.010478,0.126531 
0.734375,-0.000190,0.000284,0.121117 
0.734375,0.000255,0.011593,0.112578 
0.734375,0.000457,0.019102,0.103071 
0.734375,0.000299,0.020645,0.094756 
0.750000,0.000384,0.018736,0.089438 
0.750000,0.000497,0.013888,0.089867 
0.750000,-0.000004,0.009103,0.097313 
0.750000,-0.000082,0.004866,0.110144 
0.765625,0.000120,0.003097,0.125162 
0.765625,-0.000121,0.007152,0.139218 
0.765625,0.000536,0.013155,0.149159 
0.765625,0.000829,0.016754,0.152218 
0.781250,0.000473,0.020331,0.148734 
0.781250,0.000845,0.022328,0.141559 
0.781250,0.000543,0.015963,0.132750 
0.796875,-0.000138,0.005127,0.124335 
0.796875,-0.000242,-0.004550,0.117975 
0.796875,-0.000596,-0.016643,0.115320 
0.796875,-0.000991,-0.027761,0.116221 
0.812500,-0.001047,-0.031850,0.119304 
0.812500,-0.001245,-0.033027,0.123070 
0.812500,-0.001111,-0.030734,0.126433 
0.812500,-0.000776,-0.022155,0.128001 
0.828125,-0.000493,-0.010252,0.126123 
0.828125,-0.000213,0.000242,0.121151 
0.828125,0.000281,0.011600,0.112649 
0.828125,0.000454,0.019065,0.103144 
0.843750,0.000273,0.020686,0.094798 
0.843750,0.000408,0.018797,0.089425 
0.843750,0.000466,0.013773,0.089808 
0.859375,-0.000039,0.009044,0.097247 
0.859375,-0.000251,0.004619,0.110532 
0.859375,0.000126,0.003070,0.125149 
0.859375,-0.000098,0.007075,0.139177 
0.875000,0.000423,0.013210,0.149093 
0.875000,0.000843,0.016803,0.152190 
0.875000,0.000506,0.020276,0.148769 
0.875000,0.000729,0.022402,0.141623 
0.890625,0.000539,0.016060,0.132822 
0.890625,-0.000055,0.005074,0.124388 
0.890625,-0.000294,-0.004551,0.117956 
0.890625,-0.000557,-0.016504,0.115284 
0.906250,-0.001003,-0.027693,0.116204 
0.906250,-0.001079,-0.031894,0.119297 
0.906250,-0.001219,-0.032990,0.123088 
0.921875,-0.001105,-0.030677,0.126435 
0.921875,-0.000779,-0.022216,0.127988 
0.921875,-0.000449,-0.010320,0.126122 
0.921875,-0.000248,0.000248,0.121153 
0.937500,0.000239,0.011480,0.112710 
0.937500,0.000440,0.019064,0.103196 
0.937500,0.000278,0.020683,0.094838 
0.937500,0.000389,0.018771,0.089447 
0.953125,0.000510,0.013844,0.089784 
0.953125,-0.000013,0.009125,0.097191 
0.953125,-0.000115,0.004938,0.110058 
0.953125,0.000103,0.003063,0.125079 
0.968750,-0.000106,0.007111,0.139133 
0.968750,0.000493,0.013173,0.149068 
0.968750,0.000764,0.016825,0.152189 
0.984375,0.000480,0.020293,0.148797 
0.984375,0.000820,0.022357,0.141662 
0.984375,0.000499,0.016079,0.132860 
0.984375,-0.000208,0.004887,0.124826 
1.000000,-0.000277,-0.004524,0.117989 
1.000000,-0.000625,-0.016419,0.115287 
1.000000,-0.000920,-0.027722,0.116172 
1.000000,-0.001079,-0.031936,0.119261 
1.015625,-0.001275,-0.032944,0.123074 
1.015625,-0.001067,-0.030710,0.126415 
1.015625,-0.000793,-0.022316,0.128014 
1.015625,-0.000470,-0.010331,0.126126 
1.031250,-0.000304,-0.000071,0.121571 
1.031250,0.000208,0.011367,0.112736 
1.031250,0.000432,0.019032,0.103233 
1.046875,0.000299,0.020636,0.094884 
1.046875,0.000392,0.018766,0.089474 
1.046875,0.000507,0.013858,0.089793 
1.046875,0.000020,0.009126,0.097157 
1.062500,-0.000080,0.004923,0.109966 
1.062500,0.000060,0.003031,0.125022 
1.062500,-0.000075,0.006997,0.139100 
1.062500,0.000474,0.013154,0.149047 
1.078125,0.000795,0.016752,0.152216 
1.078125,0.000523,0.020214,0.148839 
1.078125,0.000787,0.022370,0.141699 
1.078125,0.000465,0.016231,0.132879 
1.093750,-0.000050,0.005106,0.124439 
1.093750,-0.000333,-0.004505,0.118014 
1.093750,-0.000657,-0.016261,0.115282 
1.109375,-0.000882,-0.027719,0.116169 
1.109375,-0.001137,-0.031920,0.119239 
1.109375,-0.001297,-0.032894,0.123036 
1.109375,-0.001039,-0.030743,0.126398 
1.125000,-0.000839,-0.022415,0.128003 
1.125000,-0.000471,-0.010332,0.126124 
1.125000,-0.000180,0.000164,0.121174 
1.125000,0.000097,0.010942,0.113205 
1.140625,0.000537,0.018971,0.103284 
1.140625,0.000321,0.020664,0.094929 
1.140625,0.000395,0.018787,0.089487 
1.140625,0.000575,0.013862,0.089754 
1.156250,-0.000005,0.009123,0.097090 
1.156250,-0.000068,0.004932,0.109927 
1.156250,0.000072,0.002665,0.125378 
1.171875,-0.000171,0.007007,0.139050 
1.171875,0.000518,0.013144,0.149012 
1.171875,0.000827,0.016734,0.152214 
1.171875,0.000426,0.020215,0.148862 
1.187500,0.000806,0.022396,0.141756 
1.187500,0.000522,0.016258,0.132931 
1.187500,-0.000075,0.005112,0.124474 
1.187500,-0.000295,-0.004464,0.118004 
1.203125,-0.000636,-0.016237,0.115269 
1.203125,-0.000975,-0.027716,0.116160 
1.203125,-0.001109,-0.031933,0.119236 
1.203125,-0.001252,-0.032884,0.123042 
1.218750,-0.001100,-0.030745,0.126403 
1.218750,-0.000843,-0.022457,0.127991 
1.218750,-0.000545,-0.010678,0.126518 
1.234375,-0.000203,0.000089,0.121187 
1.234375,0.000269,0.011226,0.112834 
1.234375,0.000573,0.019046,0.103344 
1.234375,0.000329,0.020672,0.094965 
1.250000,0.000405,0.018718,0.089488 
1.250000,0.000585,0.013935,0.089700 
1.250000,0.000022,0.009176,0.097031 
1.250000,-0.000029,0.004888,0.109899 
1.265625,0.000075,0.002686,0.125348 
1.265625,-0.000116,0.006918,0.139018 
1.265625,0.000543,0.013061,0.148961 
1.265625,0.000765,0.016865,0.152163 
1.281250,0.000446,0.020139,0.148879 
1.281250,0.000878,0.022311,0.141803 
1.281250,0.000590,0.016225,0.132999 
1.296875,-0.000104,0.005236,0.124516 
1.296875,-0.000223,-0.004525,0.118038 
1.296875,-0.000622,-0.016213,0.115269 
1.296875,-0.001060,-0.027597,0.116127 
1.312500,-0.001041,-0.031979,0.119211 
1.312500,-0.001252,-0.032944,0.123020 
1.312500,-0.001150,-0.030723,0.126408 
1.312500,-0.000799,-0.022481,0.128004 
1.328125,-0.000445,-0.010491,0.126118 
1.328125,-0.000249,0.000039,0.121197 
1.328125,0.000326,0.011169,0.112857 
1.328125,0.000538,0.019044,0.103378 
1.343750,0.000279,0.020663,0.095020 
1.343750,0.000439,0.018774,0.089508 
1.343750,0.000561,0.013936,0.089688 
1.359375,-0.000002,0.009226,0.096965 
1.359375,0.000012,0.004908,0.109806 
1.359375,0.000050,0.002645,0.125318 
1.359375,-0.000117,0.006909,0.138992 
1.375000,0.000570,0.013027,0.148930 
1.375000,0.000736,0.016831,0.152163 
1.375000,0.000479,0.020165,0.148890 
1.375000,0.000913,0.022341,0.141830 
1.390625,0.000497,0.016416,0.133036 
1.390625,-0.000092,0.005297,0.124557 
1.390625,-0.000185,-0.004541,0.118074 
1.390625,-0.000665,-0.016130,0.115265 
1.406250,-0.001032,-0.027599,0.116108 
1.406250,-0.000989,-0.032062,0.119187 
1.406250,-0.001275,-0.032925,0.122994 
1.421875,-0.001154,-0.030731,0.126407 
1.421875,-0.000772,-0.022574,0.128022 
1.421875,-0.000443,-0.010545,0.126121 
1.421875,-0.000235,-0.000001,0.121225 
1.437500,0.000334,0.011080,0.112889 
1.437500,0.000570,0.018983,0.103405 
1.437500,0.000282,0.020656,0.095049 
1.437500,0.000458,0.018788,0.089526 
1.453125,0.000584,0.013957,0.089674 
1.453125,-0.000003,0.009195,0.096922 
1.453125,-0.000111,0.004546,0.110181 
1.453125,0.000157,0.002940,0.124832 
1.468750,-0.000106,0.006914,0.138887 
1.468750,0.000543,0.013020,0.148896 
1.468750,0.000736,0.016750,0.152189 
1.484375,0.000484,0.020127,0.148917 
1.484375,0.000834,0.022434,0.141879 
1.484375,0.000523,0.016459,0.133081 
1.484375,-0.000088,0.005322,0.124572 
1.500000,-0.000099,-0.004185,0.117673 
1.500000,-0.000500,-0.015740,0.114853 
1.500000,-0.001029,-0.027561,0.116115 
1.500000,-0.001006,-0.032068,0.119182 
1.515625,-0.001253,-0.032937,0.122993 
1.515625,-0.001144,-0.030750,0.126411 
1.515625,-0.000793,-0.022666,0.128002 
1.515625,-0.000429,-0.010632,0.126129 
1.531250,-0.000322,-0.000369,0.121663 
1.531250,0.000309,0.011047,0.112924 
1.531250,0.000569,0.018936,0.103486 
1.546875,0.000314,0.020672,0.095101 
1.546875,0.000425,0.018778,0.089559 
1.546875,0.000584,0.013991,0.089662 
1.546875,0.000008,0.009227,0.096875 
1.562500,-0.000130,0.004550,0.110140 
1.562500,0.000170,0.002966,0.124768 
1.562500,-0.000109,0.006922,0.138846 
1.562500,0.000487,0.013007,0.148871 
1.578125,0.000761,0.016740,0.152158 
1.578125,0.000464,0.020099,0.148917 
1.578125,0.000788,0.022421,0.141910 
1.578125,0.000540,0.016508,0.133108 
1.593750,-0.000126,0.005346,0.124633 
1.593750,-0.000182,-0.004431,0.118124 
1.593750,-0.000474,-0.015715,0.114838 
1.609375,-0.001025,-0.027585,0.116079 
1.609375,-0.000978,-0.032019,0.119145 
1.609375,-0.001246,-0.032988,0.122980 
1.609375,-0.001154,-0.030854,0.126407 
1.625000,-0.000771,-0.022705,0.128029 
1.625000,-0.000414,-0.010661,0.126143 
1.625000,-0.000335,-0.000448,0.121659 
1.625000,0.000322,0.010985,0.112948 
1.640625,0.000575,0.018947,0.103529 
1.640625,0.000297,0.020689,0.095163 
1.640625,0.000438,0.018797,0.089603 
1.640625,0.000571,0.013972,0.089630 
1.656250,-0.000011,0.009180,0.096819 
1.656250,-0.000016,0.004924,0.109644 
1.656250,0.000144,0.002895,0.124721 
1.671875,-0.000125,0.006834,0.138808 
1.671875,0.000462,0.012990,0.148833 
1.671875,0.000785,0.016806,0.152152 
1.671875,0.000494,0.020084,0.148942 
1.687500,0.000710,0.022412,0.141932 
1.687500,0.000549,0.016567,0.133144 
1.687500,-0.000061,0.005339,0.124671 
1.687500,-0.000174,-0.004174,0.117720 
1.703125,-0.000592,-0.015923,0.115257 
1.703125,-0.000907,-0.027528,0.116063 
1.703125,-0.001093,-0.032067,0.119129 
1.703125,-0.001249,-0.032977,0.122965 
1.718750,-0.001053,-0.030888,0.126398 
1.718750,-0.000855,-0.022816,0.128051 
1.718750,-0.000415,-0.010702,0.126132 
1.734375,-0.000138,-0.000246,0.121254 
1.734375,0.000250,0.010854,0.113018 
1.734375,0.000597,0.018963,0.103582 
1.734375,0.000400,0.020727,0.095206 
1.750000,0.000380,0.018760,0.089623 
1.750000,0.000618,0.013996,0.089601 
1.750000,0.000016,0.009227,0.096766 
1.750000,-0.000062,0.004893,0.109599 
1.765625,0.000199,0.002925,0.124655 
1.765625,-0.000161,0.006745,0.138755 
1.765625,0.000435,0.012922,0.148808 
1.765625,0.000888,0.016788,0.152137 
1.781250,0.000464,0.020094,0.148943 
1.781250,0.000683,0.022359,0.141959 
1.781250,0.000623,0.016566,0.133185 
1.796875,-0.000078,0.005381,0.124705 
1.796875,-0.000216,-0.004159,0.117745 
1.796875,-0.000522,-0.015873,0.115253 
1.796875,-0.000930,-0.027513,0.116034 
1.812500,-0.001180,-0.032111,0.119096 
1.812500,-0.001179,-0.033008,0.122955 
1.812500,-0.001052,-0.030920,0.126390 
1.812500,-0.000916,-0.022888,0.128048 
1.828125,-0.000373,-0.010771,0.126150 
1.828125,-0.000119,-0.000256,0.121267 
1.828125,0.000213,0.010773,0.113060 
1.828125,0.000607,0.018933,0.103643 
1.843750,0.000439,0.020764,0.095242 
1.843750,0.000354,0.018770,0.089634 
1.843750,0.000633,0.014010,0.089573 
1.859375,0.000059,0.009237,0.096691 
1.859375,-0.000112,0.004877,0.109540 
1.859375,0.000119,0.002591,0.125007 
1.859375,-0.000119,0.006751,0.138711 
1.875000,0.000400,0.012847,0.148787 
1.875000,0.000932,0.016711,0.152142 
1.875000,0.000524,0.020099,0.148962 
1.875000,0.000629,0.022359,0.141981 
1.890625,0.000603,0.016576,0.133200 
1.890625,0.000004,0.005456,0.124728 
1.890625,-0.000243,-0.004087,0.117777 
1.890625,-0.000512,-0.015864,0.115261 
1.906250,-0.000929,-0.027559,0.116027 
1.906250,-0.001210,-0.032058,0.119088 
1.906250,-0.001190,-0.032941,0.122909 
1.921875,-0.001049,-0.030971,0.126371 
1.921875,-0.000938,-0.022988,0.128046 
1.921875,-0.000386,-0.010800,0.126157 
1.921875,-0.000108,-0.000293,0.121281 
1.937500,0.000109,0.010356,0.113530 
1.937500,0.000615,0.018947,0.103669 
1.937500,0.000441,0.020743,0.095258 
1.937500,0.000360,0.018741,0.089651 
1.953125,0.000629,0.014030,0.089574 
1.953125,0.000025,0.009213,0.096656 
1.953125,-0.000106,0.004865,0.109471 
1.953125,0.000130,0.002612,0.124948 
1.968750,-0.000215,0.006375,0.139068 
1.968750,0.000413,0.012768,0.148757 
1.968750,0.000916,0.016669,0.152135 
1.984375,0.000511,0.020057,0.148982 
1.984375,0.000679,0.022337,0.142023 
1.984375,0.000652,0.016597,0.133240 
1.984375,0.000021,0.005525,0.124747 
2.000000,-0.000197,-0.004086,0.117767 
2.000000,-0.000492,-0.015868,0.115244 
2.000000,-0.001004,-0.027465,0.116015 
2.000000,-0.001125,-0.032026,0.119068 
2.015625,-0.001162,-0.033055,0.122940 
2.015625,-0.001123,-0.030994,0.126376 
2.015625,-0.000888,-0.022994,0.128031 
2.015625,-0.000365,-0.010843,0.126141 
2.031250,-0.000166,-0.000328,0.121283 
2.031250,0.000152,0.010325,0.113560 
2.031250,0.000635,0.018848,0.103713 
2.046875,0.000405,0.020686,0.095303 
2.046875,0.000393,0.018715,0.089665 
2.046875,0.000619,0.014013,0.089541 
2.046875,-0.000009,0.009290,0.096593 
2.062500,-0.000098,0.004952,0.109382 
2.062500,0.000224,0.002952,0.124472 
2.062500,-0.000215,0.006379,0.139012 
2.062500,0.000459,0.012742,0.148687 
2.078125,0.000903,0.016649,0.152114 
2.078125,0.000474,0.019999,0.148986 
2.078125,0.000714,0.022340,0.142037 
2.078125,0.000696,0.016605,0.133258 
2.093750,-0.000050,0.005504,0.124751 
2.093750,-0.000216,-0.004097,0.117784 
2.093750,-0.000395,-0.015503,0.114818 
2.109375,-0.001098,-0.027520,0.115975 
2.109375,-0.001121,-0.032054,0.119028 
2.109375,-0.001134,-0.032992,0.122900 
2.109375,-0.001237,-0.031024,0.126354 
2.125000,-0.000886,-0.023055,0.128021 
2.125000,-0.000396,-0.010933,0.126134 
2.125000,-0.000314,-0.000349,0.121268 
2.125000,0.000167,0.010307,0.113554 
2.140625,0.000624,0.018757,0.103733 
2.140625,0.000342,0.020711,0.095327 
2.140625,0.000448,0.018785,0.089671 
2.140625,0.000624,0.014090,0.089494 
2.156250,0.000007,0.009303,0.096541 
2.156250,-0.000079,0.004989,0.109327 
2.156250,0.000126,0.002919,0.124425 
2.171875,-0.000103,0.006607,0.138556 
2.171875,0.000488,0.012694,0.148652 
2.171875,0.000801,0.016624,0.152117 
2.171875,0.000482,0.020008,0.149007 
2.187500,0.000797,0.022364,0.142075 
2.187500,0.000613,0.016676,0.133293 
2.187500,-0.000082,0.005569,0.124773 
2.187500,-0.000168,-0.004056,0.117789 
2.203125,-0.000602,-0.015783,0.115212 
2.203125,-0.001086,-0.027493,0.115952 
2.203125,-0.001070,-0.032090,0.119024 
2.203125,-0.001258,-0.033009,0.122896 
2.218750,-0.001235,-0.031065,0.126368 
2.218750,-0.000878,-0.023140,0.128030 
2.218750,-0.000465,-0.011007,0.126120 
2.234375,-0.000312,-0.000335,0.121259 
2.234375,0.000247,0.010608,0.113167 
2.234375,0.000508,0.018708,0.103790 
2.234375,0.000415,0.020682,0.095398 
2.250000,0.000429,0.018852,0.089683 
2.250000,0.000498,0.014029,0.089440 
2.250000,0.000006,0.009201,0.096452 
2.250000,-0.000160,0.005050,0.109251 
2.265625,0.000108,0.002955,0.124377 
2.265625,-0.000128,0.006529,0.138465 
2.265625,0.000335,0.012810,0.148605 
2.265625,0.000849,0.016642,0.152076 
2.281250,0.000479,0.019978,0.149005 
2.281250,0.000658,0.022347,0.142116 
2.281250,0.000603,0.016691,0.133333 
2.296875,-0.000113,0.005585,0.124832 
2.296875,-0.000325,-0.003929,0.117810 
2.296875,-0.000482,-0.015379,0.114764 
2.296875,-0.001152,-0.027399,0.115893 
2.312500,-0.001203,-0.032050,0.118972 
2.312500,-0.001209,-0.033069,0.122878 
2.312500,-0.001250,-0.031027,0.126381 
2.312500,-0.000981,-0.023173,0.128052 
2.328125,-0.000444,-0.011084,0.126143 
2.328125,-0.000340,-0.000481,0.121249 
2.328125,0.000205,0.010600,0.113159 
2.328125,0.000507,0.018663,0.103831 
2.343750,0.000277,0.020515,0.095446 
2.343750,0.000404,0.018888,0.089700 
2.343750,0.000529,0.014095,0.089398 
2.359375,-0.000098,0.009270,0.096370 
2.359375,-0.000142,0.005110,0.109179 
2.359375,0.000053,0.002847,0.124327 
2.359375,-0.000300,0.006169,0.138876 
2.375000,0.000407,0.012743,0.148565 
2.375000,0.000763,0.016584,0.152019 
2.375000,0.000449,0.019860,0.148985 
2.375000,0.000677,0.022334,0.142122 
2.390625,0.000489,0.016788,0.133346 
2.390625,-0.000142,0.005675,0.124872 
2.390625,-0.000312,-0.003907,0.117861 
2.390625,-0.000599,-0.015376,0.114793 
2.406250,-0.001112,-0.027333,0.115901 
2.406250,-0.001143,-0.032035,0.118943 
2.406250,-0.001301,-0.033097,0.122847 
2.421875,-0.001246,-0.031051,0.126350 
2.421875,-0.000906,-0.023125,0.128030 
2.421875,-0.000554,-0.011159,0.126168 
2.421875,-0.000283,-0.000564,0.121302 
2.437500,0.000230,0.010562,0.113214 
2.437500,0.000373,0.018729,0.103841 
2.437500,0.000287,0.020493,0.095447 
2.437500,0.000337,0.018838,0.089732 
2.453125,0.000321,0.014163,0.089433 
2.453125,-0.000060,0.009272,0.096377 
2.453125,-0.000153,0.005090,0.109122 
2.453125,-0.000046,0.002868,0.124227 
2.468750,-0.000086,0.006387,0.138379 
2.468750,0.000410,0.012723,0.148547 
2.468750,0.000602,0.016565,0.152081 
2.484375,0.000515,0.019895,0.149054 
2.484375,0.000656,0.022269,0.142164 
2.484375,0.000319,0.016701,0.133391 
2.484375,-0.000058,0.005627,0.124861 
2.500000,-0.000295,-0.003872,0.117869 
2.500000,-0.000862,-0.015640,0.115250 
2.500000,-0.000988,-0.027346,0.115938 
2.500000,-0.001147,-0.031938,0.118954 
2.515625,-0.001408,-0.033097,0.122816 
2.515625,-0.001148,-0.031050,0.126301 
2.515625,-0.000848,-0.023136,0.127991 
2.515625,-0.000628,-0.011212,0.126187 
2.531250,-0.000256,-0.000617,0.121358 
2.531250,0.000168,0.010595,0.113254 
2.531250,0.000322,0.018599,0.103843 
2.546875,0.000310,0.020543,0.095423 
2.546875,0.000287,0.018914,0.089723 
2.546875,0.000352,0.014107,0.089457 
2.546875,0.000009,0.009317,0.096370 
2.562500,-0.000405,0.004745,0.109483 
2.562500,-0.000100,0.002588,0.124521 
2.562500,-0.000050,0.006441,0.138273 
2.562500,0.000225,0.012640,0.148526 
2.578125,0.000710,0.016476,0.152112 
2.578125,0.000522,0.019871,0.149100 
2.578125,0.000518,0.022227,0.142219 
2.578125,0.000413,0.016686,0.133401 
2.593750,-0.000045,0.005720,0.124834 
2.593750,-0.000406,-0.003805,0.117861 
2.593750,-0.000558,-0.015265,0.114832 
2.609375,-0.000992,-0.027283,0.115932 
2.609375,-0.001249,-0.031932,0.118944 
2.609375,-0.001281,-0.033098,0.122821 
2.609375,-0.001147,-0.031084,0.126298 
2.625000,-0.000995,-0.023106,0.127989 
2.625000,-0.000634,-0.011519,0.126584 
2.625000,-0.000283,-0.000643,0.121356 
2.625000,0.000087,0.010612,0.113273 
2.640625,0.000371,0.018597,0.103897 
2.640625,0.000289,0.020498,0.095460 
2.640625,0.000235,0.018932,0.089735 
2.640625,0.000364,0.014079,0.089440 
