0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.1194
0,0.0425,0.11941
0,0.0425,0.11941
0,0.0425,0.11941
0,0.0425,0.11941
0,0.0425,0.11941
0,0.0425,0.11942
0,0.0425,0.11942
0,0.0425,0.11942
0,0.0425,0.11942
0,0.0425,0.11943
0,0.0425,0.11943
0,0.0425,0.11943
0,0.0425,0.11944
0,0.0425,0.11944
0,0.0425,0.11944
0,0.0425,0.11945
0,0.0425,0.11945
0,0.0425,0.11946
0,0.0425,0.11946
0,0.0425,0.11947
0,0.0425,0.11947
0,0.0425,0.11948
0,0.0425,0.11948
0,0.0425,0.11949
0,0.0425,0.11949
0,0.0425,0.1195
0,0.0425,0.11951
0,0.0425,0.11951
0,0.0425,0.11952
0,0.0425,0.11953
0,0.042499,0.11953
0,0.042499,0.11954
0,0.042499,0.11955
0,0.042499,0.11955
0,0.042499,0.11956
0,0.042499,0.11957
0,0.042499,0.11958
0,0.042499,0.11959
0,0.042499,0.1196
0,0.042499,0.1196
0,0.042499,0.11961
0,0.042499,0.11962
0,0.042498,0.11963
0,0.042498,0.11964
0,0.042498,0.11965
0,0.042498,0.11966
0,0.042498,0.11967
0,0.042498,0.11968
0,0.042498,0.11969
0,0.042497,0.1197
0,0.042497,0.11971
0,0.042497,0.11972
0,0.042497,0.11973
0,0.042497,0.11975
0,0.042496,0.11976
0,0.042496,0.11977
0,0.042496,0.11978
0,0.042496,0.11979
0,0.042495,0.1198
0,0.042495,0.11982
0,0.042495,0.11983
0,0.042494,0.11984
0,0.042494,0.11986
0,0.042494,0.11987
0,0.042493,0.11988
0,0.042493,0.1199
0,0.042493,0.11991
0,0.042492,0.11992
0,0.042492,0.11994
0,0.042491,0.11995
0,0.042491,0.11997
0,0.04249,0.11998
0,0.04249,0.12
0,0.042489,0.12001
0,0.042489,0.12003
0,0.042488,0.12004
