0,0.0425,0.1194
0,0.042499,0.11961
0,0.042495,0.11982
0,0.042489,0.12003
0,0.04248,0.12024
0,0.042469,0.12044
0,0.042455,0.12065
0,0.042439,0.12086
0,0.04242,0.12106
0,0.042399,0.12127
0,0.042376,0.12147
0,0.042349,0.12168
0,0.042321,0.12188
0,0.04229,0.12208
0,0.042256,0.12228
0,0.04222,0.12248
0,0.042181,0.12268
0,0.04214,0.12288
0,0.042097,0.12308
0,0.042051,0.12328
0,0.042002,0.12348
0,0.041951,0.12368
0,0.041898,0.12388
0,0.041842,0.12408
0,0.041783,0.12428
0,0.041722,0.12447
0,0.041659,0.12467
0,0.041593,0.12487
0,0.041524,0.12507
0,0.041453,0.12526
0,0.041379,0.12546
0,0.041303,0.12566
0,0.041225,0.12586
0,0.041144,0.12606
0,0.04106,0.12625
0,0.040974,0.12645
0,0.040886,0.12665
0,0.040795,0.12685
0,0.040701,0.12705
0,0.040605,0.12724
0,0.040506,0.12744
0,0.040405,0.12764
0,0.040302,0.12784
0,0.040196,0.12804
0,0.040087,0.12824
0,0.039976,0.12843
0,0.039862,0.12863
0,0.039746,0.12883
0,0.039627,0.12903
0,0.039506,0.12923
0,0.039382,0.12942
0,0.039256,0.12962
0,0.039128,0.12981
0,0.038996,0.13001
0,0.038863,0.1302
0,0.038726,0.1304
0,0.038588,0.13059
0,0.038446,0.13078
0,0.038303,0.13097
0,0.038156,0.13116
0,0.038008,0.13135
0,0.037857,0.13154
0,0.037703,0.13173
0,0.037547,0.13191
0,0.037388,0.13209
0,0.037227,0.13228
0,0.037064,0.13246
0,0.036898,0.13264
0,0.03673,0.13281
0,0.036559,0.13299
0,0.036386,0.13316
0,0.03621,0.13334
0,0.036032,0.13351
0,0.035852,0.13367
0,0.035669,0.13384
0,0.035484,0.134
0,0.035297,0.13417
0,0.035107,0.13432
0,0.034914,0.13448
0,0.03472,0.13464
0,0.034523,0.13479
0,0.034323,0.13495
0,0.034121,0.13509
0,0.033917,0.13524
0,0.03371,0.13539
0,0.033501,0.13553
0,0.03329,0.13567
0,0.033076,0.13581
0,0.032859,0.13595
0,0.03264,0.13608
0,0.032419,0.13622
0,0.032195,0.13635
0,0.031969,0.13648
0,0.03174,0.1366
0,0.031509,0.13673
0,0.031275,0.13685
0,0.031039,0.13697
0,0.0308,0.13709
0,0.030558,0.13721
0,0.030314,0.13733
0,0.030067,0.13744
0,0.029818,0.13755
0,0.029566,0.13767
0,0.029312,0.13777
0,0.029055,0.13788
0,0.028795,0.13799
0,0.028533,0.13809
0,0.028268,0.1382
0,0.028,0.1383
0,0.02773,0.1384
0,0.027457,0.13849
0,0.027181,0.13859
0,0.026903,0.13869
0,0.026623,0.13878
0,0.026339,0.13887
0,0.026053,0.13896
0,0.025765,0.13905
0,0.025474,0.13913
0,0.025181,0.13922
0,0.024885,0.1393
0,0.024586,0.13938
0,0.024285,0.13946
0,0.023982,0.13954
0,0.023676,0.13962
0,0.023368,0.13969
0,0.023058,0.13976
0,0.022745,0.13983
0,0.02243,0.1399
0,0.022112,0.13997
0,0.021792,0.14003
0,0.02147,0.14009
0,0.021146,0.14015
0,0.02082,0.14021
0,0.020492,0.14026
0,0.020161,0.14032
0,0.019829,0.14036
0,0.019494,0.14041
0,0.019158,0.14045
0,0.018819,0.1405
0,0.018479,0.14053
0,0.018137,0.14057
0,0.017793,0.1406
0,0.017448,0.14063
0,0.0171,0.14066
0,0.016751,0.14068
0,0.016401,0.1407
0,0.016049,0.14071
0,0.015695,0.14073
0,0.01534,0.14074
0,0.014983,0.14074
0,0.014625,0.14074
0,0.014265,0.14074
0,0.013905,0.14074
0,0.013542,0.14073
