x,y,z
0.0,0.0,153.99
-0.0489070741697374,0.031760625326901305,154.0
-0.09795672233602554,0.06361383928975517,154.02
-0.14730409855393428,0.09566040011003935,154.06
-0.19708758346717464,0.12799017322853135,154.11
-0.24746652448365627,0.16070664006188404,154.17
-0.29857510889425043,0.19389694285569978,154.25
-0.3505726841068667,0.22766456302663146,154.34
-0.4035934374123764,0.2620966428202815,154.44
-0.45777994280733025,0.2972857708726024,154.56
-0.5132747742882791,0.33332453581954674,154.69
-0.5702121191460938,0.3703000799067169,154.84
-0.628726164671646,0.4082995453797153,154.99
-0.6889510981558069,0.44741007448414444,155.17
-0.7510211068894478,0.4877188094656066,155.35
-0.8150703781634397,0.5293128925697042,155.55
-0.881191165740257,0.5722522340902889,155.76
-0.9495428170278092,0.6166403154440138,155.98
-1.0202427459056083,0.6625533860957804,156.22
-1.093458686487244,0.7101003738525924,156.47
-1.1692745058295102,0.7593357426179508,156.73
-1.2476902039324074,0.8102594923918558,157.0
-1.3290412490231134,0.8630894787883134,157.28
-1.4133276411016287,0.9178257018073237,157.58
-1.5007171142815419,0.9745770892558895,157.88
-1.591377402676442,1.033452568941014,158.2
-1.685392373343124,1.0945066047661984,158.53
-1.7828458933383824,1.1577936606349446,158.87
-1.8839895638326005,1.2234771282577568,159.22
-1.9888233848257786,1.2915570076346352,159.58
-2.0976828245450947,1.3622511543795857,159.95
-2.210567882990549,1.4355595684926086,160.33
-2.3277301613325245,1.5116456416842077,160.72
-2.449253526627816,1.590563837857885,161.12
-2.5753895800468083,1.6724775487241452,161.53
-2.7061383215895,1.757386774282988,161.95
-2.8418352194830696,1.8455093701484193,162.38
-2.982480273727517,1.9368453363204394,162.81
-3.1282412184364317,2.031503600606051,163.25
-3.2794535218369916,2.1297020186192603,163.7
-3.4360333168724027,2.231386126456566,164.16
-3.5982322047130473,2.3367193158284723,164.62
-3.766217919472516,2.445810514541982,165.09
-3.9399904611508076,2.5586597225970955,165.57
-4.119801430918307,2.6754303317043178,166.05
-4.305650828775012,2.796122341863647,166.54
-4.497790255891309,2.9208991447855905,167.04
-4.6962197122671965,3.0497607404701457,167.54
-4.901106932016264,3.1828160567243167,168.04
-5.102052400095987,3.313311569513917,168.55
-5.302494665834943,3.4434802988825086,169.06
-5.512413908991683,3.57980344934677,169.57
-5.7314746613390275,3.722063165292695,170.09
-5.959173720536211,3.869932663299275,170.61
-6.195511086583231,4.02341194336651,171.14
-6.440067424196116,4.182228685976892,171.67
-6.6929266004316625,4.346437355033922,172.2
-6.953753147062688,4.515820094923595,172.74
-7.2225470640891976,4.690376905645912,173.27
-7.4991406173975985,4.869998859393868,173.81
-7.783617674044687,5.054740420070965,174.35
-8.075894366973667,5.244547123773702,174.89
-8.37580296207095,5.439310042695076,175.43
-8.68359506050692,5.63919256854559,175.97
-8.9989351940544,5.843976845711241,176.51
-9.321823362713388,6.053662874192026,177.04
-9.652259566483886,6.268250653987947,177.58
-9.990243805365893,6.487740185099003,178.12
-10.335776079359405,6.712131467525194,178.65
-10.688856388464428,6.941424501266519,179.19
-11.049484732680963,7.175619286322982,179.72
-11.417661112009004,7.414715822694579,180.25
-11.793385526448553,7.65871411038131,180.78
-12.176657975999612,7.907614149383178,181.3
-12.567478460662178,8.16141593970018,181.83
-12.965846980436256,8.42011948133232,182.34
-13.371763535321842,8.683724774279593,182.86
-13.78438945475099,8.951687179506985,183.37
-14.205402079859592,9.225095975084528,183.88
-14.633962740079706,9.503406521977208,184.39
-15.070071435411325,9.786618820185023,184.89
-15.514566836422398,10.075277508742985,185.38
-15.965771601977037,10.36829330958107,185.87
-16.416976367531674,10.661309110419154,186.36
-16.868181133086313,10.95432491125724,186.84
-17.325256592616572,11.25115318534043,187.31
-17.789041416690388,11.55233857170374,187.78
-18.258696934739827,11.857336431312156,188.24
-18.734223146764883,12.166146764165676,188.7
-19.215620052765555,12.4787695702643,189.15
-19.702887652741847,12.79520484960803,189.59
-20.196025946693755,13.115452602196868,190.03
-20.69419626405334,13.438968188995794,190.46
-21.199075945956483,13.76684088807484,190.88
-21.708148980699356,14.09743678232896,191.3
-22.22309270941785,14.431845149828188,191.71
-22.74306846154401,14.769521351537504,192.11
-23.268076237077846,15.11046538745691,192.5
-23.798116036019355,15.45467725758641,192.89
-24.333187858368532,15.802156961925995,193.27
-24.87245303355744,16.152359861440658,193.63
-25.416750232154023,16.50583059516541,193.99
-25.966079454158272,16.862569163100254,194.34
-26.51876335843431,17.221486287175157,194.69
-27.076479286118012,17.58367124546015,195.02
-27.63838856664145,17.948579398920216,195.34
-28.203652529436663,18.315666108520343,195.65
-28.773948515639553,18.686020652330562,195.96
-29.347599184114227,19.058553752280844,196.25
-29.92544320542862,19.433810047406197,196.53
-30.5066419090148,19.81124489867161,196.81
-31.09119529487276,20.190858306077086,197.07
-31.679103363002504,20.57265026962262,197.32
-32.271204783971974,20.957165428343227,197.56
-32.86582221664528,21.343314504168884,197.79
-33.46379433159037,21.731642136134596,198.01
-34.065121128807235,22.12214832424037,198.22
-34.66896393772794,22.51428842945119,198.42
-35.27532275835248,22.908062451767055,198.6
-35.884197590680856,23.303470391187965,198.78
-36.49642710528102,23.701056886748937,198.94
-37.11033396101707,24.099732660379935,199.09
-37.725918157889005,24.499497712080963,199.23
-38.34485703703273,24.90144131992205,199.36
-38.9646345867444,25.30392956679816,199.47
-39.586928148159906,25.708051730779307,199.58
-40.210060380143354,26.112718533795473,199.67
-40.83570862383065,26.519019253916685,199.75
-41.46135686751793,26.925319974037894,199.82
-42.08952112290905,27.33325461126415,199.88
-42.717685378300175,27.741189248490407,199.93
-43.34752697482719,28.150213163786688,199.96
-43.9773685713542,28.559237079082973,199.98
-44.60804883844916,28.968805633414277,199.99
-45.23956777611206,29.37891882678059,199.99
-45.87024804320703,29.788487381111892,199.97
-46.50176698086993,30.19860057447821,199.95
-47.133285918532835,30.608713767844524,199.91
-47.76480485619574,31.018826961210838,199.86
-48.39548512329069,31.428395515542135,199.8
-49.02532671981771,31.837419430838423,199.72
-49.65432964577678,32.2458987070997,199.64
-50.28333257173585,32.654377983360966,199.54
-50.91065815655902,33.0617679815522,199.43
-51.537145070814255,33.46861334070843,199.31
-52.16195464393359,33.874369421794626,199.18
-52.78592554648499,34.2795808638458,199.04
-53.40738043733255,34.68315838879194,198.89
-54.02715798704422,35.08564663566805,198.72
-54.645258195619995,35.48704560447412,198.54
-55.261681063059875,35.88735529521016,198.36
-55.87474924822799,36.28548642980615,198.16
-56.48614009226021,36.68252828633211,197.95
-57.09501492458858,37.077936225753014,197.73
-57.701373745213125,37.47171024806888,197.5
-58.30437788356588,37.86330571424468,197.26
-58.90486601021481,38.25326726331544,197.01
-59.501160784024,38.640505617211126,196.74
-60.09577821669731,39.02665469303678,196.47
-60.68620229653089,39.41008057368736,196.19
-61.272433023524734,39.790783259162865,195.9
-61.85614773881475,40.16985202753332,195.6
-62.435669101265034,40.5461976007287,195.28
-63.01099711087561,40.91981997874902,194.96
-63.58213176764644,41.29071916159425,194.63
-64.14991174214548,41.659439788299416,194.3
-64.71265969323687,42.02489258079451,193.95
-65.27121429148852,42.38762217811451,193.59
-65.82557553690044,42.747628580259445,193.22
-66.37490475890469,43.10436714819429,192.85
-66.92004062806923,43.45838252095406,192.47
-67.46014447382608,43.80913005950373,192.08
-67.99437762560731,44.15606512480831,191.68
-68.52441742454882,44.500276994937806,191.27
-69.04942520008265,44.841221030857206,190.86
-69.56940095220881,45.17889723256653,190.44
-70.08350601035936,45.512760961030736,190.01
-70.5917403745343,45.84281221624985,189.57
-71.09578138586949,46.17014027629388,189.13
-71.59311303266112,46.493111224057785,188.67
-72.08457398547714,46.81226969857659,188.22
-72.5710029148855,47.12816033888531,187.75
-73.05156115031822,47.44023850594892,187.28
-73.52541002120738,47.747959560732404,186.81
-73.99422686868887,48.052412781305804,186.32
-74.4563343516268,48.352508889599086,185.84
-74.91257114058911,48.64879252464726,185.34
-75.36209856500786,48.940719047415314,184.84
-75.805755295451,49.228833096938274,184.34
-76.2435413319185,49.51313467321611,183.83
-76.67377933327451,49.792534498178824,183.31
-77.10401733463051,50.071934323141534,182.79
-77.53257799485061,50.35024487003421,182.26
-77.95442929052717,50.62419830464677,181.73
-78.36789388052426,50.892705348909175,181.2
-78.77464910597779,51.15685528089146,180.65
-79.17385629631981,51.41610346155861,180.11
-79.56551545155033,51.67044989091063,179.56
-79.94962657166933,51.91989456894751,179.01
-80.32618965667683,52.16443749566927,178.45
-80.69604337714075,52.404623310110885,177.89
-81.05751039192523,52.63936273420237,177.32
-81.41226804216615,52.86974504601372,176.75
-81.75947765729555,53.09522560650994,176.18
-82.09913923731345,53.31580441569103,175.61
-82.43209145278779,53.532026112592,175.03
-82.75749563315061,53.74334605817783,174.44
-83.07451310783398,53.94921961341351,173.86
-83.38565988854174,54.15128069540408,173.27
-83.68841996357004,54.34789538704451,172.67
-83.98447067405476,54.54015296640481,172.08
-84.26961866715621,54.72533023830992,171.48
-84.55476666025764,54.91050751021503,170.88
-84.82314124200019,55.08479200141984,170.28
-85.09151582374272,55.259076492624644,169.67
-85.3515036998058,55.4279145934793,169.06
-85.60310487018943,55.591306303983814,168.45
-85.84631933489361,55.749251624138175,167.83
-86.08953379959779,55.90719694429254,167.22
-86.31597485294304,56.05424948374659,166.6
-86.53402920060886,56.195855632850495,165.98
-86.75208354827465,56.3374617819544,165.35
-86.96175119026101,56.47362154070816,164.73
-87.16303212656793,56.60433490911177,164.1
-87.35592635719537,56.72960188716522,163.47
-87.54043388214336,56.849422474868526,162.84
-87.71655470141191,56.96379667222168,162.2
-87.89267552068044,57.07817086957483,161.57
-88.05202292859006,57.18165228622769,160.93
-88.21137033649971,57.28513370288055,160.29
-88.36233103872988,57.383168729183254,159.65
-88.5049050352806,57.475757365135806,159.01
-88.63909232615187,57.562899610738214,158.37
-88.76489291134368,57.64459546599047,157.72
-88.88230679085605,57.720844930892575,157.08
-88.9997206703684,57.79709439579468,156.43
-89.10036113852185,57.862451079996475,155.78
-89.2010016066753,57.92780776419828,155.13
-89.29325536914929,57.987718058049936,154.48
-89.37712242594384,58.042181961551435,153.82
-89.45260277705893,58.09119947470279,153.17
-89.51969642249456,58.13477059750399,152.51
-89.5867900679302,58.17834172030519,151.86
-89.63711030200692,58.21102006240609,151.2
-89.68743053608365,58.24369840450699,150.54
-89.72936406448092,58.27093035625774,149.88
-89.76291088719874,58.29271591765835,149.22
-89.7880710042371,58.3090550887088,148.56
-89.80484441559601,58.3199478694091,147.9
-89.81323112127546,58.32539425975925,147.24
-89.8216178269549,58.330840650109394,146.57
-89.81323112127546,58.32539425975925,145.91
-89.80484441559601,58.3199478694091,145.24
-89.7880710042371,58.3090550887088,144.58
-89.76291088719874,58.29271591765835,143.91
-89.72936406448092,58.27093035625774,143.24
-89.68743053608365,58.24369840450699,142.57
-89.64549700768637,58.216466452756244,141.91
-89.5867900679302,58.17834172030519,141.24
-89.52808312817402,58.14021698785414,140.57
-89.46098948273838,58.09664586505294,139.9
-89.37712242594384,58.042181961551435,139.23
-89.30164207482876,57.99316444840009,138.56
-89.20938831235476,57.933254154548436,137.88
-89.1087478442013,57.86789747034663,137.21
-89.00810737604785,57.802540786144824,136.54
-88.89069349653549,57.72629132124272,135.87
-88.77327961702314,57.650041856340614,135.19
-88.64747903183132,57.568346001088365,134.52
-88.51329174096006,57.481203755485964,133.85
-88.37071774440933,57.388615119533405,133.17
-88.21975704217915,57.290580093230695,132.5
-88.06040963426952,57.18709867657785,131.82
-87.9010622263599,57.08361725992499,131.15
-87.7333281127708,56.974689452921986,130.47
-87.54882058782282,56.85486886521868,129.8
-87.36431306287483,56.735048277515375,129.12
-87.17141883224737,56.609781299461915,128.45
-86.97852460161992,56.484514321408454,127.77
-86.76885695963357,56.3483545626547,127.09
-86.55080261196777,56.2067484135508,126.42
-86.33274826430196,56.065142264446884,125.74
-86.10630721095669,55.91808972499283,125.06
-85.87147945193198,55.76559079518862,124.38
-85.6282649872278,55.60764547503426,123.71
-85.37666381684417,55.444253764529755,123.03
-85.11667594078108,55.2754156636751,122.35
-84.84830135903856,55.10113117247029,121.67
-84.57992677729601,54.92684668126548,120.99
-84.30316548987402,54.74711579971052,120.31
-84.01801749677259,54.56193852780542,119.63
-83.72028944515196,54.36859167037508,118.95
-83.41920671125955,54.17306625680468,118.27
-83.11057594225564,53.972639091919156,117.59
-82.79439713814021,53.76731017571849,116.91
-82.47150896948122,53.5576241472377,116.23
-82.14107276571072,53.343036367441776,115.55
-81.80392719739666,53.124091475365745,114.87
-81.45923359397109,52.90024483197457,114.19
-81.10699195543401,52.67149643726825,113.5
-80.74804095235338,52.43839093028183,112.82
-80.38154191416122,52.200383671980255,112.14
-80.00749484085756,51.95747466236355,111.45
-79.62673840301035,51.71020854046673,110.77
-79.2384339300516,51.45804066725477,110.08
-78.84342009254932,51.2015156817627,109.4
-78.44001954936756,50.939544305920464,108.71
-78.02990964164226,50.67321581779812,108.03
-77.61309036937338,50.40253021739566,107.34
-77.188723061993,50.12694286567805,106.65
-76.76687176631646,49.852989431065495,105.97
-76.34166578836812,49.57685744031287,105.28
-75.90891177530827,49.295823698245115,104.6
-75.47112573884077,49.011522121967275,103.91
-75.02579166726174,48.72231879437429,103.22
-74.57458690170711,48.42930299353621,102.53
-74.11751144217685,48.13247471945302,101.85
-73.65372661810304,47.83128933308971,101.16
-73.18323242948564,47.525746834446274,100.47
-72.7077062174606,47.21693650159276,99.778
-72.22547064089197,46.90376905645912,99.088
-71.73736437034775,46.58678913808038,98.398
-71.24422607639583,46.266541385491536,97.708
-70.74437841790035,45.941936520622576,97.017
-70.23866006542926,45.61351918250852,96.326
-69.7279096895505,45.28183401018437,95.635
-69.21044994912818,44.945791725580094,94.944
-68.68879685586612,44.607026245800746,94.253
-68.16127306862845,44.264448292776294,93.562
-67.62787858741515,43.918057866506736,92.87
-67.0894520827942,43.56839960602709,92.179
-66.54599355476556,43.21547351133735,91.487
-65.99750300332926,42.85927958243752,90.796
-65.44481909905322,42.50036245836262,90.105
-64.88626450080156,42.13763286104261,89.413
-64.32351654971019,41.772180068547534,88.722
-63.75573657521113,41.40345944184236,88.031
-63.18376324787235,41.03201561996211,87.34
-62.60759656769385,40.65784860290678,86.649
-62.02723653467562,40.28095839067639,85.958
-61.44268314881766,39.90134498327092,85.267
-60.85393641011997,39.519008380690366,84.577
-60.2618349891505,39.134493221969755,83.887
-59.6655402153413,38.74725486807407,83.197
-59.06589075926032,38.357837958038324,82.507
-58.46288662090757,37.96624249186252,81.818
-57.856527800283025,37.57246846954666,81.128
-57.2468142973867,37.17651589109074,80.439
-56.63458478278654,36.778929395529765,79.751
-56.019000585914604,36.379164343828734,79.062
-55.40090037733883,35.97776537502266,78.374
-54.78028415705921,35.57473248911154,77.687
-54.15715192507576,35.17006568609538,76.999
-53.532342351956416,34.76430960500918,76.312
-52.90501676713324,34.35691960681794,75.626
-52.27601384117417,33.94844033055667,74.94
-51.64533357407921,33.53887177622536,74.254
-51.01297596584836,33.128213943824036,73.568
-50.378941016481626,32.716466833352676,72.883
-49.74406739654694,32.3041750838463,72.199
-49.10835510604431,31.89133869530491,71.515
-48.47180414497373,31.477957667728504,70.831
-47.83357584276726,31.063487362082068,70.148
-47.195347540560796,30.649017056435635,69.466
-46.557119238354325,30.234546750789196,68.784
-45.91805226557991,29.819531806107747,68.102
-45.279823963373445,29.405061500461315,67.422
-44.64075699059903,28.990046555779863,66.741
-44.002528688392566,28.575576250133427,66.062
-43.36513905675404,28.161650583522007,65.383
-42.72774942511552,27.747724916910585,64.704
-42.09119846404494,27.334343889334182,64.026
-41.456324844110256,26.9220521398278,63.349
-40.82145122417557,26.50976039032143,62.673
-40.18909361594472,26.099102557920098,61.998
-39.55757467828182,25.688989364553784,61.323
-38.9277330817548,25.279965449257496,60.649
-38.300407496931626,24.872575451066258,59.976
-37.67475925324434,24.466274730945045,59.303
-37.05078835069294,24.061063288893866,58.632
-36.42933345984538,23.65748576394773,57.962
-35.81123325126961,23.25608679514166,57.292
-35.194810383829726,22.855777104405615,56.624
-34.581742198661615,22.45764596980963,55.956
-33.971190025197345,22.061148752318687,55.29
-33.36483120457281,21.667374730002823,54.624
-32.7609883956521,21.275234624792006,53.96
-32.16050026900318,20.885273075721244,53.297
