timestamp, bead_x, bead_y, bead_z
2.625000,0.000990,0.039996,0.125426 
2.625000,0.000687,0.037276,0.132770 
2.625000,0.000728,0.028267,0.138251 
2.640625,0.000297,0.015165,0.140449 
2.640625,-0.000277,0.002239,0.138050 
2.640625,-0.000633,-0.013000,0.131665 
2.640625,-0.001084,-0.026058,0.121921 
2.656250,-0.001488,-0.034366,0.112078 
2.656250,-0.001519,-0.039206,0.104747 
2.656250,-0.001643,-0.039868,0.102567 
2.656250,-0.001663,-0.039651,0.106902 
2.671875,-0.001478,-0.040150,0.117657 
2.671875,-0.001445,-0.038242,0.130035 
2.671875,-0.001638,-0.039145,0.139170 
2.671875,-0.001362,-0.040616,0.141369 
2.687500,-0.001309,-0.036853,0.137100 
2.687500,-0.001465,-0.031439,0.128421 
2.687500,-0.001044,-0.024055,0.117994 
2.703125,-0.000409,-0.009904,0.108570 
2.703125,-0.000349,0.006042,0.102190 
2.703125,0.000206,0.017810,0.100967 
2.703125,0.000788,0.029678,0.103662 
2.718750,0.000710,0.038819,0.109591 
2.718750,0.001015,0.041073,0.117206 
2.718750,0.001048,0.039982,0.125388 
2.718750,0.000635,0.037359,0.132706 
2.734375,0.000697,0.028321,0.138226 
2.734375,0.000360,0.015184,0.140470 
2.734375,-0.000258,0.002279,0.138104 
2.734375,-0.000641,-0.012991,0.131722 
2.750000,-0.001026,-0.026019,0.121944 
2.750000,-0.001529,-0.034420,0.112109 
2.750000,-0.001509,-0.039192,0.104751 
2.765625,-0.001603,-0.039866,0.102570 
2.765625,-0.001727,-0.039691,0.106899 
2.765625,-0.001437,-0.040188,0.117642 
2.765625,-0.001442,-0.038231,0.130013 
2.781250,-0.001703,-0.039178,0.139168 
2.781250,-0.001357,-0.040710,0.141383 
2.781250,-0.001302,-0.036847,0.137124 
2.781250,-0.001524,-0.031451,0.128434 
2.796875,-0.001040,-0.024221,0.118001 
2.796875,-0.000424,-0.010027,0.108551 
2.796875,-0.000395,0.006040,0.102179 
2.796875,0.000179,0.017730,0.100990 
2.812500,0.000719,0.029562,0.103658 
2.812500,0.000624,0.038862,0.109564 
2.812500,0.000995,0.041117,0.117144 
2.828125,0.001054,0.039970,0.125324 
2.828125,0.000575,0.037359,0.132657 
2.828125,0.000682,0.028365,0.138211 
2.828125,0.000286,0.014794,0.140927 
2.843750,-0.000357,0.002379,0.138159 
2.843750,-0.000633,-0.012823,0.131735 
2.843750,-0.001022,-0.026022,0.121960 
2.843750,-0.001575,-0.034497,0.112120 
2.859375,-0.001548,-0.039313,0.104763 
